,attribute
3730,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice
3731,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod
3732,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice
3733,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod
3734,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice
3735,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod
3736,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice
3737,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod
3738,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue
3739,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross
3740,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice
3741,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue
3742,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherIncreasesDecreasesInPeriod
3743,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherShareIncreaseDecreaseInPeriodWeightedAverageExercisePrice
3744,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue
3745,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber
3746,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice
3747,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm
3748,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue
3749,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber
3750,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice
3751,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageRemainingContractualTerm
3752,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue
3753,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber
3754,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice
3755,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageRemainingContractualTerm
3756,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue
3757,ShareBasedCompensationArrangementByShareBasedPaymentAwardPerShareWeightedAveragePriceOfSharesPurchased
3758,ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost
3759,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod
3760,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesPurchasedForAward
3761,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice
3762,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice
3763,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice
3764,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice
3765,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsOtherShareIncreaseDecreaseInPeriodWeightedAverageExercisePrice
3766,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice
3767,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm
3768,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit
3769,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions
3770,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions
3771,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance
3772,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm
3773,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit
3774,SharePrice
3775,SharebasedCompensationArrangementBySharebasedPaymentAwardAwardVestingRightsPercentage
3776,SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1
3777,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueNonvested
3778,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1
3779,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1
3780,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1
3781,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent
3782,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1
3783,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm1
3784,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1
3785,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1
3786,SharesHeldInEmployeeStockOptionPlanAllocated
3787,SharesHeldInEmployeeStockOptionPlanCommittedToBeReleased
3788,SharesIssued
3789,SharesOutstanding
3790,SharesPaidForTaxWithholdingForShareBasedCompensation
3791,SharesSubjectToMandatoryRedemptionSettlementTermsAmountCurrent
3792,ShippingHandlingAndTransportationCosts
3793,ShortTermBankLoansAndNotesPayable
3794,ShortTermBorrowings
3795,ShortTermDebtPercentageBearingFixedInterestRate
3796,ShortTermDebtRefinancedAmount
3797,ShortTermDebtWeightedAverageInterestRate
3798,ShortTermInvestments
3799,ShortTermLeaseCost
3800,ShortTermLeasePayments
3801,ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndAllocatedClaimAdjustmentExpenseNet
3802,ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimAdjustmentExpenseOtherReconcilingItem
3803,ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAccumulatedUnallocatedClaimAdjustmentExpense
3804,ShorttermDebtAverageOutstandingAmount
3805,ShorttermDebtFairValue
3806,ShorttermDebtMaximumMonthendOutstandingAmount
3807,SignificantAcquisitionsAndDisposalsAcquisitionCostsOrSaleProceeds
3808,SignificantAcquisitionsAndDisposalsGainLossOnSaleOrDisposalNetOfTax
3809,SignificantAcquisitionsAndDisposalsGainLossOnSaleOrDisposalPretax
3810,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit
3811,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChange
3812,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound
3813,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound
3814,SignificantCommitmentRemainingMinimumAmountCommitted
3815,SignificantPurchaseCommitmentRemainingMinimumAmountCommitted
3816,SquareFootageOfRealEstateProperty
3817,StandardAndExtendedProductWarrantyAccrualForeignCurrencyTranslationGainLoss
3818,StandardProductWarrantyAccrual
3819,StandardProductWarrantyAccrualAdditionsFromBusinessAcquisition
3820,StandardProductWarrantyAccrualCurrencyTranslationIncreaseDecrease
3821,StandardProductWarrantyAccrualCurrent
3822,StandardProductWarrantyAccrualForeignCurrencyTranslationGainLoss
3823,StandardProductWarrantyAccrualNoncurrent
3824,StandardProductWarrantyAccrualPayments
3825,StandardProductWarrantyAccrualPreexistingIncreaseDecrease
3826,StandardProductWarrantyAccrualWarrantiesIssued
3827,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations
3828,StatutoryAccountingPracticesStatutoryAmountAvailableForDividendPayments
3829,StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance
3830,StatutoryAccountingPracticesStatutoryCapitalAndSurplusRequired
3831,StockConvertedFromOneClassToAnotherClassValue
3832,StockGrantedDuringPeriodValueSharebasedCompensation
3833,StockGrantedDuringPeriodValueSharebasedCompensationForfeited
3834,StockGrantedDuringPeriodValueSharebasedCompensationGross
3835,StockIssued
3836,StockIssued1
3837,StockIssuedDuringPeriodSharesAcquisitions
3838,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities
3839,StockIssuedDuringPeriodSharesConversionOfUnits
3840,StockIssuedDuringPeriodSharesEmployeeBenefitPlan
3841,StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans
3842,StockIssuedDuringPeriodSharesNewIssues
3843,StockIssuedDuringPeriodSharesOther
3844,StockIssuedDuringPeriodSharesRestrictedStockAwardGross
3845,StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures
3846,StockIssuedDuringPeriodSharesShareBasedCompensation
3847,StockIssuedDuringPeriodSharesShareBasedCompensationGross
3848,StockIssuedDuringPeriodSharesStockOptionsExercised
3849,StockIssuedDuringPeriodSharesTreasuryStockReissued
3850,StockIssuedDuringPeriodValueAcquisitions
3851,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities
3852,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments
3853,StockIssuedDuringPeriodValueConversionOfUnits
3854,StockIssuedDuringPeriodValueEmployeeBenefitPlan
3855,StockIssuedDuringPeriodValueEmployeeStockOwnershipPlan
3856,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan
3857,StockIssuedDuringPeriodValueNewIssues
3858,StockIssuedDuringPeriodValueOther
3859,StockIssuedDuringPeriodValueRestrictedStockAwardGross
3860,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures
3861,StockIssuedDuringPeriodValueShareBasedCompensation
3862,StockIssuedDuringPeriodValueShareBasedCompensationGross
3863,StockIssuedDuringPeriodValueStockOptionsExercised
3864,StockIssuedDuringPeriodValueTreasuryStockReissued
3865,StockOptionPlanExpense
3866,StockRedeemedOrCalledDuringPeriodValue
3867,StockRepurchaseProgramAuthorizedAmount
3868,StockRepurchaseProgramAuthorizedAmount1
3869,StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased
3870,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount
3871,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1
3872,StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased
3873,StockRepurchasedAndRetiredDuringPeriodShares
3874,StockRepurchasedAndRetiredDuringPeriodValue
3875,StockRepurchasedDuringPeriodShares
3876,StockRepurchasedDuringPeriodValue
3877,StockholdersEquity
3878,StockholdersEquityBeforeTreasuryStock
3879,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
3880,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance
3881,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1
3882,StockholdersEquityNoteSpinoffTransaction
3883,StockholdersEquityNoteStockSplitConversionRatio
3884,StockholdersEquityNoteStockSplitConversionRatio1
3885,StockholdersEquityOther
3886,StockholdersEquityOtherShares
3887,StockholdersEquityPeriodIncreaseDecrease
3888,SubleaseIncome
3889,SubordinatedDebt
3890,SubscriptionRevenue
3891,SubsequentEventAmount
3892,SubsidiaryOrEquityMethodInvesteeCumulativePercentageOwnershipAfterAllTransactions
3893,SubsidiaryOrEquityMethodInvesteeCumulativeProceedsReceivedOnAllTransactions
3894,SupplementalInformationForPropertyCasualtyInsuranceUnderwritersCurrentYearClaimsAndClaimsAdjustmentExpense
3895,SupplementalInformationForPropertyCasualtyInsuranceUnderwritersPriorYearClaimsAndClaimsAdjustmentExpense
3896,SupplierFinanceProgramObligation
3897,SupplierFinanceProgramObligationCurrent
3898,Supplies
3899,SuppliesAndPostageExpense
3900,TangibleAssetImpairmentCharges
3901,TaxAdjustmentsSettlementsAndUnusualProvisions
3902,TaxBenefitFromStockOptionsExercised
3903,TaxBenefitFromStockOptionsExercised1
3904,TaxCreditCarryforwardAmount
3905,TaxCreditCarryforwardDeferredTaxAsset
3906,TaxCreditCarryforwardValuationAllowance
3907,TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit
3908,TaxCutsAndJobsActOf2017ChangeInTaxRateIncomeTaxExpenseBenefit
3909,TaxCutsAndJobsActOf2017DecreaseInDeferredTaxLiabilityDueToTransitionTax
3910,TaxCutsAndJobsActOf2017IncomeTaxExpenseBenefit
3911,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxAssetProvisionalIncomeTaxExpense
3912,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxLiabilityProvisionalIncomeTaxBenefit
3913,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateProvisionalIncomeTaxExpenseBenefit
3914,TaxCutsAndJobsActOf2017IncompleteAccountingExistingUndistributedAccumulatedEarningsOfForeignSubsidiary
3915,TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalIncomeTaxExpenseBenefit
3916,TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalUndistributedAccumulatedEarningsOfForeignSubsidiary
3917,TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalIncomeTaxExpense
3918,TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiability
3919,TaxCutsAndJobsActOf2017IncompleteAccountingUndistributedAccumulatedEarningsOfForeignSubsidiaryProvisionalUnrecognizedDeferredTaxLiability
3920,TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncomeTaxExpenseBenefit
3921,TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncreaseDecreaseInEffectiveTaxRate
3922,TaxCutsAndJobsActOf2017ReclassificationFromAociToRetainedEarningsTaxEffect
3923,TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsIncomeTaxExpense
3924,TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability
3925,TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityNoncurrent
3926,TaxesOther
3927,TaxesOtherThanIncomeExciseProductionAndPropertyTaxes
3928,TaxesPayableCurrent
3929,TaxesPayableCurrentAndNoncurrent
3930,TechnologyServicesCosts
3931,TechnologyServicesRevenue
3932,TemporaryEquityAccretionOfDividends
3933,TemporaryEquityAccretionToRedemptionValueAdjustment
3934,TemporaryEquityCarryingAmount
3935,TemporaryEquityCarryingAmountAttributableToParent
3936,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests
3937,TemporaryEquityDividendsAdjustment
3938,TemporaryEquityEliminationAsPartofReorganization
3939,TemporaryEquityForeignCurrencyTranslationAdjustments
3940,TemporaryEquityNetIncome
3941,TemporaryEquityOtherChanges
3942,TemporaryEquityParOrStatedValuePerShare
3943,TemporaryEquityRedemptionValue
3944,TemporaryEquitySharesAuthorized
3945,TemporaryEquitySharesIssued
3946,TemporaryEquityValueExcludingAdditionalPaidInCapital
3947,TerminationLoans
3948,TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets
3949,TierOneLeverageCapitalRequiredToBeWellCapitalizedToAverageAssets
3950,TierOneRiskBasedCapital
3951,TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets
3952,TierOneRiskBasedCapitalRequiredToBeWellCapitalized
3953,TierOneRiskBasedCapitalRequiredToBeWellCapitalizedToRiskWeightedAssets
3954,TierOneRiskBasedCapitalToRiskWeightedAssets
3955,TierTwoRiskBasedCapital
3956,TimeDepositMaturitiesAfterRollingYearFive
3957,TimeDepositMaturitiesAfterYearFive
3958,TimeDepositMaturitiesNextRollingTwelveMonths
3959,TimeDepositMaturitiesRollingYearFive
3960,TimeDepositMaturitiesRollingYearFour
3961,TimeDepositMaturitiesRollingYearThree
3962,TimeDepositMaturitiesRollingYearTwo
3963,TimeDepositMaturitiesYearFive
3964,TimeDepositMaturitiesYearFour
3965,TimeDepositMaturitiesYearOne
3966,TimeDepositMaturitiesYearThree
3967,TimeDepositMaturitiesYearTwo
3968,TimeDeposits
3969,TimeDeposits100000OrMore
3970,TimeDeposits100000OrMoreDomestic
3971,TimeDeposits100000OrMoreForeign
3972,TimeDepositsAtCarryingValue
3973,TimeDepositsAtOrAboveFDICInsuranceLimit
3974,TimeDepositsNoncurrent
3975,TradeReceivablesHeldForSaleAmount
3976,TradingActivityGainsAndLossesNet
3977,TradingGainsLosses
3978,TradingLiabilities
3979,TradingLiabilitiesFairValueDisclosure
3980,TradingSecurities
3981,TradingSecuritiesCurrent
3982,TradingSecuritiesDebt
3983,TradingSecuritiesDebtAmortizedCost
3984,TradingSecuritiesEquity
3985,TradingSecuritiesFairValueDisclosure
3986,TradingSecuritiesPledgedAsCollateral
3987,TradingSecuritiesRealizedGain
3988,TradingSecuritiesRealizedGainLoss
3989,TradingSecuritiesRealizedLoss
3990,TradingSecuritiesUnrealizedHoldingGain
3991,TradingSecuritiesUnrealizedHoldingGainLoss
3992,TraditionalLifeInterestRateHighEnd
3993,TraditionalLifeInterestRateLowEnd
3994,TransferInvestments
3995,TransferOfFinancialAssetsAccountedForAsSalesAmountDerecognized
3996,TransferOfInvestments
3997,TransferOfPortfolioLoansAndLeasesToHeldForSale
3998,TransferOfPortfolioLoansAndLeasesToHeldForSale1
3999,TransferToInvestments
4000,TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount
4001,TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseGrossOfTax
4002,TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseNetOfTax
4003,TranslationAdjustmentForNetInvestmentHedgeLossGainOnReclassifiedOfEarningsNetOfTax
4004,TranslationAdjustmentForNetInvestmentHedgeNetOfTax
4005,TranslationAdjustmentFunctionalToReportingCurrencyIncreaseDecreaseGrossOfTax
4006,TranslationAdjustmentFunctionalToReportingCurrencyNetOfTaxPeriodIncreaseDecrease
4007,TravelAndEntertainmentExpense
4008,TreasuryStockAcquiredAverageCostPerShare
4009,TreasuryStockCommonShares
4010,TreasuryStockCommonValue
4011,TreasuryStockDeferredEmployeeStockOwnershipPlan
4012,TreasuryStockReissuedAtLowerThanRepurchasePrice
4013,TreasuryStockRetiredCostMethodAmount
4014,TreasuryStockRetiredParValueMethodAmount
4015,TreasuryStockShares
4016,TreasuryStockSharesAcquired
4017,TreasuryStockSharesRetired
4018,TreasuryStockValue
4019,TreasuryStockValueAcquiredCostMethod
4020,TreasuryStockValueAcquiredParValueMethod
4021,TreasuryStockValueRetiredCostMethod
4022,USGovernmentSecuritiesAtCarryingValue
